# codec in_bits encoded back_bits
fp8e4m3 c1980000 00da c1a00000
fp8e4m3 c1a80000 00da c1a00000
fp8e4m3 c1b80000 00dc c1c00000
fp8e4m3 c1c80000 00dc c1c00000
fp8e4m3 c1d80000 00de c1e00000
fp8e4m3 c1e80000 00de c1e00000
fp8e4m3 c1f80000 00e0 c2000000
fp8e4m3 c2080000 00e0 c2000000
fp8e4m3 c2180000 00e2 c2200000
fp8e4m3 c2280000 00e2 c2200000
fp8e4m3 c2380000 00e4 c2400000
fp8e4m3 c2480000 00e4 c2400000
fp8e4m3 c2580000 00e6 c2600000
fp8e4m3 c2680000 00e6 c2600000
fp8e4m3 c2780000 00e8 c2800000
fp8e4m3 c2880000 00e8 c2800000
fp8e4m3 c2980000 00ea c2a00000
fp8e4m3 c2a80000 00ea c2a00000
fp8e4m3 c2b80000 00ec c2c00000
fp8e4m3 c2c80000 00ec c2c00000
fp8e4m3 c2d80000 00ee c2e00000
fp8e4m3 c2e80000 00ee c2e00000
fp8e4m3 c2f80000 00f0 c3000000
fp8e4m3 c3080000 00f0 c3000000
fp8e4m3 c3180000 00f2 c3200000
fp8e4m3 c3280000 00f2 c3200000
fp8e4m3 c3380000 00f4 c3400000
fp8e4m3 c3480000 00f4 c3400000
fp8e4m3 c3580000 00f6 c3600000
fp8e4m3 c3680000 00f6 c3600000
fp8e4m3 c3780000 00f8 c3800000
fp8e4m3 c3880000 00f8 c3800000
fp8e4m3 c3980000 00fa c3a00000
fp8e4m3 c3a80000 00fa c3a00000
fp8e4m3 c3b80000 00fc c3c00000
fp8e4m3 c3c80000 00fc c3c00000
fp8e4m3 c3d80000 00fe c3e00000
fp8e4m3 3e800000 0028 3e800000
fp8e4m3 3f400000 0034 3f400000
fp8e4m3 3fa00000 003a 3fa00000
fp8e4m3 3fe00000 003e 3fe00000
fp8e4m3 40200000 0042 40200000
fp8e4m3 40600000 0046 40600000
fp8e4m3 40a00000 004a 40a00000
fp8e4m3 40400000 0044 40400000
fp8e4m3 be800000 00a8 be800000
fp8e4m3 bf400000 00b4 bf400000
fp8e4m3 bfa00000 00ba bfa00000
fp8e4m3 bfe00000 00be bfe00000
fp8e4m3 c0200000 00c2 c0200000
fp8e4m3 c0600000 00c6 c0600000
fp8e4m3 c0a00000 00ca c0a00000
fp4e2m1 00000000 0000 00000000
fp4e2m1 80000000 0008 80000000
fp4e2m1 3f800000 0002 3f800000
fp4e2m1 bf800000 000a bf800000
fp4e2m1 3f000000 0001 3f000000
fp4e2m1 40000000 0004 40000000
fp4e2m1 c0000000 000c c0000000
fp4e2m1 3b000000 0000 00000000
fp4e2m1 3a800000 0000 00000000
fp4e2m1 3b400000 0000 00000000
fp4e2m1 43e00000 0007 40c00000
fp4e2m1 43e08000 0007 40c00000
fp4e2m1 44000000 0007 40c00000
fp4e2m1 c3e00000 000f c0c00000
fp4e2m1 c4000000 000f c0c00000
fp4e2m1 3d800000 0000 00000000
fp4e2m1 3dc00000 0000 00000000
fp4e2m1 40c00000 0007 40c00000
fp4e2m1 40d00000 0007 40c00000
fp4e2m1 40e00000 0007 40c00000
fp4e2m1 3fc00000 0003 3fc00000
fp4e2m1 40400000 0005 40400000
fp4e2m1 40800000 0006 40800000
fp4e2m1 c0c00000 000f c0c00000
fp4e2m1 40490fdb 0005 40400000
fp4e2m1 402df854 0005 40400000
fp4e2m1 0da24260 0000 00000000
fp4e2m1 7149f2ca 0007 40c00000
fp4e2m1 f149f2ca 000f c0c00000
fp4e2m1 7f800000 0007 40c00000
fp4e2m1 ff800000 000f c0c00000
fp4e2m1 7fc00000 0007 40c00000
fp4e2m1 3f800001 0002 3f800000
fp4e2m1 00000001 0000 00000000
fp4e2m1 7f7fffff 0007 40c00000
fp4e2m1 3f808000 0002 3f800000
fp4e2m1 3f818000 0002 3f800000
fp4e2m1 1f6c6455 0000 00000000
fp4e2m1 2d101e23 0000 00000000
fp4e2m1 503bc032 0007 40c00000
fp4e2m1 200184b8 0000 00000000
fp4e2m1 bd8e4e04 0008 80000000
fp4e2m1 40fdfa41 0007 40c00000
fp4e2m1 b4b783b7 0008 80000000
fp4e2m1 4d707a21 0007 40c00000
fp4e2m1 9cfb867f 0008 80000000
fp4e2m1 345a5d87 0000 00000000
fp4e2m1 22329430 0000 00000000
fp4e2m1 055d834c 0000 00000000
fp4e2m1 73deddaa 0007 40c00000
fp4e2m1 6aa342ee 0007 40c00000
fp4e2m1 966a3d4a 0008 80000000
fp4e2m1 4021e57c 0005 40400000
fp4e2m1 7c0a4b03 0007 40c00000
fp4e2m1 736d9ce1 0007 40c00000
fp4e2m1 6baeb3a8 0007 40c00000
fp4e2m1 656196f2 0007 40c00000
fp4e2m1 9e8b44ad 0008 80000000
fp4e2m1 ad6013fb 0008 80000000
fp4e2m1 43f8d217 0007 40c00000
fp4e2m1 61ea26db 0007 40c00000
fp4e2m1 2c02cd29 0000 00000000
fp4e2m1 99148f20 0008 80000000
fp4e2m1 1ca2fa75 0000 00000000
fp4e2m1 5c04d0a2 0007 40c00000
fp4e2m1 a8c3cb5f 0008 80000000
fp4e2m1 baa60296 0008 80000000
fp4e2m1 bcd06325 0008 80000000
fp4e2m1 7bf01974 0007 40c00000
fp4e2m1 c94e9565 000f c0c00000
fp4e2m1 e041ef78 000f c0c00000
fp4e2m1 4b348676 0007 40c00000
fp4e2m1 10a9a260 0000 00000000
fp4e2m1 36e1686e 0000 00000000
fp4e2m1 05e835d0 0000 00000000
fp4e2m1 9a0f4325 0008 80000000
fp4e2m1 adce584b 0008 80000000
fp4e2m1 36deae82 0000 00000000
fp4e2m1 b38f79f0 0008 80000000
fp4e2m1 d5c85fb9 000f c0c00000
fp4e2m1 5e59a90c 0007 40c00000
fp4e2m1 9064d5f6 0008 80000000
fp4e2m1 fcf83518 000f c0c00000
fp4e2m1 38c1d4ff 0000 00000000
fp4e2m1 1a04dc30 0000 00000000
fp4e2m1 02a68a8a 0000 00000000
fp4e2m1 6cc414d0 0007 40c00000
fp4e2m1 8ced1ee5 0008 80000000
fp4e2m1 c8e03972 000f c0c00000
fp4e2m1 cb5352fd 000f c0c00000
fp4e2m1 83646357 0008 80000000
fp4e2m1 1aafe7ad 0000 00000000
fp4e2m1 c5802afa 000f c0c00000
fp4e2m1 07117d25 0000 00000000
fp4e2m1 ca2fd6c3 000f c0c00000
fp4e2m1 35d6d15f 0000 00000000
fp4e2m1 54b06e8e 0007 40c00000
fp4e2m1 1784b32d 0000 00000000
fp4e2m1 1e061850 0000 00000000
fp4e2m1 48ecc995 0007 40c00000
fp4e2m1 cb116c67 000f c0c00000
fp4e2m1 f90bfac7 000f c0c00000
fp4e2m1 7e72ec3e 0007 40c00000
fp4e2m1 193e3b5b 0000 00000000
fp4e2m1 f9485634 000f c0c00000
fp4e2m1 2a2e45d2 0000 00000000
fp4e2m1 23178c14 0000 00000000
fp4e2m1 d8bae8f9 000f c0c00000
fp4e2m1 5e1eeff8 0007 40c00000
fp4e2m1 0ef7cd73 0000 00000000
fp4e2m1 f66c2933 000f c0c00000
fp4e2m1 08bc92be 0000 00000000
fp4e2m1 5e50300e 0007 40c00000
fp4e2m1 164428f4 0000 00000000
fp4e2m1 708ebeb8 0007 40c00000
fp4e2m1 33a7d3cb 0000 00000000
fp4e2m1 a923fb3d 0008 80000000
fp4e2m1 54cceecf 0007 40c00000
fp4e2m1 846a82e0 0008 80000000
fp4e2m1 02530924 0000 00000000
fp4e2m1 296e071e 0000 00000000
fp4e2m1 73026910 0007 40c00000
fp4e2m1 2a85b433 0000 00000000
fp4e2m1 e8352591 000f c0c00000
fp4e2m1 926182dd 0008 80000000
fp4e2m1 88ceee33 0008 80000000
fp4e2m1 524202ee 0007 40c00000
fp4e2m1 1520ec80 0000 00000000
fp4e2m1 cc669e22 000f c0c00000
fp4e2m1 623aa636 0007 40c00000
fp4e2m1 961df26b 0008 80000000
fp4e2m1 93fc3378 0008 80000000
fp4e2m1 95d3cadc 0008 80000000
fp4e2m1 8589a8f7 0008 80000000
fp4e2m1 716ecb8b 0007 40c00000
fp4e2m1 518fb108 0007 40c00000
fp4e2m1 fc2d8c98 000f c0c00000
fp4e2m1 1bb0e2f4 0000 00000000
fp4e2m1 fde755e5 000f c0c00000
fp4e2m1 d897a208 000f c0c00000
fp4e2m1 030902cc 0000 00000000
fp4e2m1 bf02c0ee 0009 bf000000
fp4e2m1 5ced0ff0 0007 40c00000
fp4e2m1 3c6efd48 0000 00000000
fp4e2m1 c548a7c7 000f c0c00000
fp4e2m1 f81cced1 000f c0c00000
fp4e2m1 1f8f9f99 0000 00000000
fp4e2m1 75d23a34 0007 40c00000
fp4e2m1 a698746d 0008 80000000
fp4e2m1 bbb7099e 0008 80000000
fp4e2m1 71fa0919 0007 40c00000
fp4e2m1 6e4b647a 0007 40c00000
fp4e2m1 9ce16a70 0008 80000000
fp4e2m1 dc3d1f30 000f c0c00000
fp4e2m1 daba96a4 000f c0c00000
fp4e2m1 8b947add 0008 80000000
fp4e2m1 221cfde3 0000 00000000
fp4e2m1 9c4bd6c2 0008 80000000
fp4e2m1 02032bb8 0000 00000000
fp4e2m1 13422df3 0000 00000000
fp4e2m1 7a8863f5 0007 40c00000
fp4e2m1 905a018b 0008 80000000
fp4e2m1 fd6907ba 000f c0c00000
fp4e2m1 9f1197d8 0008 80000000
fp4e2m1 7898b631 0007 40c00000
fp4e2m1 72461b9b 0007 40c00000
fp4e2m1 8e3b494d 0008 80000000
fp4e2m1 42ba5b06 0007 40c00000
fp4e2m1 96926fb4 0008 80000000
fp4e2m1 3a0ed686 0000 00000000
fp4e2m1 114f3a87 0000 00000000
fp4e2m1 fb3150b2 000f c0c00000
fp4e2m1 ca884fc3 000f c0c00000
fp4e2m1 df2c37db 000f c0c00000
fp4e2m1 8343a34e 0008 80000000
fp4e2m1 3cc5ff69 0000 00000000
fp4e2m1 7ebaa285 0007 40c00000
fp4e2m1 3bb09c99 0000 00000000
fp4e2m1 3900d6e0 0000 00000000
fp4e2m1 03150bc5 0000 00000000
fp4e2m1 3832e34a 0000 00000000
fp4e2m1 9dc924cd 0008 80000000
fp4e2m1 5a125524 0007 40c00000
fp4e2m1 19f039c5 0000 00000000
fp4e2m1 6288b291 0007 40c00000
fp4e2m1 1f8a909c 0000 00000000
fp4e2m1 c3c2d81e 000f c0c00000
fp4e2m1 ba86b049 0008 80000000
fp4e2m1 f8d86ae3 000f c0c00000
fp4e2m1 aa482aea 0008 80000000
fp4e2m1 d200b8cb 000f c0c00000
fp4e2m1 79a5edc8 0007 40c00000
fp4e2m1 fda2cf7f 000f c0c00000
fp4e2m1 2f8d4b91 0000 00000000
fp4e2m1 58981f20 0007 40c00000
fp4e2m1 ca539740 000f c0c00000
fp4e2m1 2e364dce 0000 00000000
fp4e2m1 f8de52f0 000f c0c00000
fp4e2m1 aad8dcac 0008 80000000
fp4e2m1 33094f7d 0000 00000000
fp4e2m1 0b6c3566 0000 00000000
fp4e2m1 55096209 0007 40c00000
fp4e2m1 0326f14d 0000 00000000
fp4e2m1 3c9a6db4 0000 00000000
fp4e2m1 c508e39d 000f c0c00000
fp4e2m1 ae142366 0008 80000000
fp4e2m1 7f38bfe6 0007 40c00000
fp4e2m1 610b0666 0007 40c00000
fp4e2m1 caeb8157 000f c0c00000
fp4e2m1 8b523424 0008 80000000
fp4e2m1 c9de27d3 000f c0c00000
fp4e2m1 e271c7c3 000f c0c00000
fp4e2m1 0c85a17e 0000 00000000
fp4e2m1 17dfa22f 0000 00000000
fp4e2m1 e9f00e88 000f c0c00000
fp4e2m1 67cbb7d4 0007 40c00000
fp4e2m1 edd9ecd5 000f c0c00000
fp4e2m1 7cc1baa7 0007 40c00000
fp4e2m1 e269ac9c 000f c0c00000
fp4e2m1 fe9328c0 000f c0c00000
fp4e2m1 d0c31e87 000f c0c00000
fp4e2m1 dc1955c2 000f c0c00000
fp4e2m1 e12d15df 000f c0c00000
fp4e2m1 e6a5fd91 000f c0c00000
fp4e2m1 502e7e98 0007 40c00000
fp4e2m1 e3cfff27 000f c0c00000
fp4e2m1 d15fc100 000f c0c00000
fp4e2m1 5af537e2 0007 40c00000
fp4e2m1 ff455f77 000f c0c00000
fp4e2m1 f00ea976 000f c0c00000
fp4e2m1 b8abc822 0008 80000000
fp4e2m1 0da21c51 0000 00000000
fp4e2m1 71254fb5 0007 40c00000
fp4e2m1 7cef4075 0007 40c00000
fp4e2m1 940ee9ee 0008 80000000
fp4e2m1 877986b2 0008 80000000
fp4e2m1 cbe97927 000f c0c00000
fp4e2m1 7917a9dc 0007 40c00000
fp4e2m1 959e262e 0008 80000000
fp4e2m1 84d3be66 0008 80000000
fp4e2m1 e5ae4375 000f c0c00000
fp4e2m1 791265ed 0007 40c00000
fp4e2m1 dd2f9ad1 000f c0c00000
fp4e2m1 cbb4a9fd 000f c0c00000
fp4e2m1 1548bb78 0000 00000000
fp4e2m1 f6803bd4 000f c0c00000
fp4e2m1 e99816a2 000f c0c00000
fp4e2m1 0bc922a9 0000 00000000
fp4e2m1 86ad303d 0008 80000000
fp4e2m1 82d154d8 0008 80000000
fp4e2m1 fe775fe1 000f c0c00000
fp4e2m1 d209140b 000f c0c00000
fp4e2m1 1e09c0de 0000 00000000
fp4e2m1 8b6ac25a 0008 80000000
fp4e2m1 8c93ac28 0008 80000000
fp4e2m1 ed18eb06 000f c0c00000
fp4e2m1 200fbe85 0000 00000000
fp4e2m1 7aa0d556 0007 40c00000
fp4e2m1 3b94bf91 0000 00000000
fp4e2m1 89233eba 0008 80000000
fp4e2m1 7d8014fe 0007 40c00000
fp4e2m1 cbd4da35 000f c0c00000
fp4e2m1 9d3922ac 0008 80000000
fp4e2m1 975d7273 0008 80000000
fp4e2m1 280de0cb 0000 00000000
fp4e2m1 58cb867c 0007 40c00000
fp4e2m1 106a7c1b 0000 00000000
fp4e2m1 47fc7eeb 0007 40c00000
fp4e2m1 c514f00c 000f c0c00000
fp4e2m1 7ceb198b 0007 40c00000
fp4e2m1 2e582c7e 0000 00000000
fp4e2m1 5bc59564 0007 40c00000
fp4e2m1 18ce66e7 0000 00000000
fp4e2m1 af54a242 0008 80000000
fp4e2m1 63f34611 0007 40c00000
fp4e2m1 2e015435 0000 00000000
fp4e2m1 f5438f1e 000f c0c00000
fp4e2m1 324a7a05 0000 00000000
fp4e2m1 1350eb45 0000 00000000
fp4e2m1 e03b45cc 000f c0c00000
fp4e2m1 e44f19f9 000f c0c00000
fp4e2m1 4795e523 0007 40c00000
fp4e2m1 a60ff672 0008 80000000
fp4e2m1 63b4d81b 0007 40c00000
fp4e2m1 0e58fa25 0000 00000000
fp4e2m1 2437e12a 0000 00000000
fp4e2m1 7a9eacac 0007 40c00000
fp4e2m1 97357022 0008 80000000
fp4e2m1 c87ddd19 000f c0c00000
fp4e2m1 40c9838a 0007 40c00000
fp4e2m1 71ae7f61 0007 40c00000
fp4e2m1 972acf77 0008 80000000
fp4e2m1 e0da516d 000f c0c00000
fp4e2m1 cfd8eb9d 000f c0c00000
fp4e2m1 4b19f82b 0007 40c00000
fp4e2m1 4170fe80 0007 40c00000
fp4e2m1 09eb92a3 0000 00000000
fp4e2m1 ee098c41 000f c0c00000
fp4e2m1 eaa17858 000f c0c00000
fp4e2m1 3730efd6 0000 00000000
fp4e2m1 7166b848 0007 40c00000
fp4e2m1 28a3d4c3 0000 00000000
fp4e2m1 ba85ac5a 0008 80000000
fp4e2m1 fc88b91b 000f c0c00000
fp4e2m1 f5af28ff 000f c0c00000
fp4e2m1 7be5f3a9 0007 40c00000
fp4e2m1 b2fcae07 0008 80000000
fp4e2m1 10f3f318 0000 00000000
fp4e2m1 e718aad6 000f c0c00000
fp4e2m1 61b8137f 0007 40c00000
fp4e2m1 96cefaee 0008 80000000
fp4e2m1 e368ead0 000f c0c00000
fp4e2m1 e9c58e16 000f c0c00000
fp4e2m1 e9dacac8 000f c0c00000
fp4e2m1 66d9b616 0007 40c00000
fp4e2m1 32d87d76 0000 00000000
fp4e2m1 374f1d6e 0000 00000000
fp4e2m1 410b3042 0007 40c00000
fp4e2m1 1f37eccb 0000 00000000
fp4e2m1 e38f07eb 000f c0c00000
fp4e2m1 336979cd 0000 00000000
fp4e2m1 fea1dad9 000f c0c00000
fp4e2m1 e5cc390e 000f c0c00000
fp4e2m1 6c2f558a 0007 40c00000
fp4e2m1 e7ca6a45 000f c0c00000
fp4e2m1 a405e470 0008 80000000
fp4e2m1 86b708ed 0008 80000000
fp4e2m1 825ccfc1 0008 80000000
fp4e2m1 9dc97138 0008 80000000
fp4e2m1 95d73ad9 0008 80000000
fp4e2m1 5feb9e93 0007 40c00000
fp4e2m1 80fa5587 0008 80000000
fp4e2m1 798f7a37 0007 40c00000
fp4e2m1 f697938c 000f c0c00000
fp4e2m1 0eca9bdb 0000 00000000
fp4e2m1 8cea47d0 0008 80000000
fp4e2m1 7e2bbcfd 0007 40c00000
fp4e2m1 873380be 0008 80000000
fp4e2m1 fa13eaf0 000f c0c00000
fp4e2m1 ec1c8d2c 000f c0c00000
fp4e2m1 9fc53cc1 0008 80000000
fp4e2m1 acb454df 0008 80000000
fp4e2m1 1977eaaa 0000 00000000
fp4e2m1 a8dab879 0008 80000000
fp4e2m1 89949ddd 0008 80000000
fp4e2m1 57e11cb8 0007 40c00000
fp4e2m1 fd696f8c 000f c0c00000
fp4e2m1 cbcdb329 000f c0c00000
fp4e2m1 da5ed2d7 000f c0c00000
fp4e2m1 45277469 0007 40c00000
fp4e2m1 b3c6699d 0008 80000000
fp4e2m1 06c6dc06 0000 00000000
fp4e2m1 4858825d 0007 40c00000
fp4e2m1 21f07754 0000 00000000
fp4e2m1 16c12396 0000 00000000
fp4e2m1 4d55e70b 0007 40c00000
fp4e2m1 e7a22938 000f c0c00000
fp4e2m1 8beb5dae 0008 80000000
fp4e2m1 8fa590be 0008 80000000
fp4e2m1 fcadff9e 000f c0c00000
fp4e2m1 c316b38b 000f c0c00000
fp4e2m1 f8585c49 000f c0c00000
fp4e2m1 439fd577 0007 40c00000
fp4e2m1 28a6caea 0000 00000000
fp4e2m1 a89d5462 0008 80000000
fp4e2m1 0357e839 0000 00000000
fp4e2m1 2de503a7 0000 00000000
fp4e2m1 512a691c 0007 40c00000
fp4e2m1 3af60114 0000 00000000
fp4e2m1 f5cb5747 000f c0c00000
fp4e2m1 5e9cd7ef 0007 40c00000
fp4e2m1 d4ee8c32 000f c0c00000
fp4e2m1 e4a976c7 000f c0c00000
fp4e2m1 e9d61466 000f c0c00000
fp4e2m1 024d2ce4 0000 00000000
fp4e2m1 0d8dfa13 0000 00000000
fp4e2m1 4adbca7f 0007 40c00000
fp4e2m1 8fe6d0ba 0008 80000000
fp4e2m1 f6b4a3b9 000f c0c00000
fp4e2m1 f7d7010d 000f c0c00000
fp4e2m1 574224a9 0007 40c00000
fp4e2m1 49cede73 0007 40c00000
fp4e2m1 bc398e60 0008 80000000
fp4e2m1 32a13400 0000 00000000
fp4e2m1 4bc5ad3a 0007 40c00000
fp4e2m1 9b903e2d 0008 80000000
fp4e2m1 f6269925 000f c0c00000
fp4e2m1 946ebe46 0008 80000000
fp4e2m1 68ffc277 0007 40c00000
fp4e2m1 c3ec2989 000f c0c00000
fp4e2m1 c7e0ae1b 000f c0c00000
fp4e2m1 bb599cc1 0008 80000000
fp4e2m1 dd72df43 000f c0c00000
fp4e2m1 4c7e92fd 0007 40c00000
fp4e2m1 77a9ea7f 0007 40c00000
fp4e2m1 67e75dfc 0007 40c00000
fp4e2m1 c2ff2574 000f c0c00000
fp4e2m1 7a1e4667 0007 40c00000
fp4e2m1 43db54a8 0007 40c00000
fp4e2m1 aef1da49 0008 80000000
fp4e2m1 36db959e 0000 00000000
fp4e2m1 960cea09 0008 80000000
fp4e2m1 b7c7f545 0008 80000000
fp4e2m1 3faf7470 0003 3fc00000
fp4e2m1 eb39913a 000f c0c00000
fp4e2m1 aa96454f 0008 80000000
fp4e2m1 10fec01d 0000 00000000
fp4e2m1 a4aeff5a 0008 80000000
fp4e2m1 3e227a6d 0000 00000000
fp4e2m1 e5476a2a 000f c0c00000
fp4e2m1 75caa0a3 0007 40c00000
fp4e2m1 7a33d1c2 0007 40c00000
fp4e2m1 8f489760 0008 80000000
fp4e2m1 f2536ada 000f c0c00000
fp4e2m1 c96a2f91 000f c0c00000
fp4e2m1 34cfef53 0000 00000000
fp4e2m1 ed34ce93 000f c0c00000
fp4e2m1 f4704334 000f c0c00000
fp4e2m1 9e3a9d87 0008 80000000
fp4e2m1 7691be30 0007 40c00000
fp4e2m1 bdb1f332 0008 80000000
fp4e2m1 8bf61759 0008 80000000
fp4e2m1 35741af9 0000 00000000
fp4e2m1 67c4d406 0007 40c00000
fp4e2m1 9cf9450f 0008 80000000
fp4e2m1 d32a9485 000f c0c00000
fp4e2m1 8fb0cbaa 0008 80000000
fp4e2m1 a2ef7a46 0008 80000000
fp4e2m1 bea4b853 0009 bf000000
fp4e2m1 71d0face 0007 40c00000
fp4e2m1 94338a18 0008 80000000
fp4e2m1 79a94ea3 0007 40c00000
fp4e2m1 5e7e3944 0007 40c00000
fp4e2m1 a5d9ffb5 0008 80000000
fp4e2m1 4325cdbd 0007 40c00000
fp4e2m1 1524ff30 0000 00000000
fp4e2m1 65d1b0e4 0007 40c00000
fp4e2m1 f47b35cc 000f c0c00000
fp4e2m1 51a1725c 0007 40c00000
fp4e2m1 3781fdb4 0000 00000000
fp4e2m1 f518669e 000f c0c00000
fp4e2m1 0bde1584 0000 00000000
fp4e2m1 2febb660 0000 00000000
fp4e2m1 af1ede2c 0008 80000000
fp4e2m1 444cdef5 0007 40c00000
fp4e2m1 8e842108 0008 80000000
fp4e2m1 4bad5a29 0007 40c00000
fp4e2m1 d29edefe 000f c0c00000
fp4e2m1 3dc566b6 0000 00000000
fp4e2m1 b86e066c 0008 80000000
fp4e2m1 4faadcb6 0007 40c00000
fp4e2m1 cb0563b7 000f c0c00000
fp4e2m1 99f4defd 0008 80000000
fp4e2m1 eadc5739 000f c0c00000
fp4e2m1 3a3eafeb 0000 00000000
fp4e2m1 acd49c3f 0008 80000000
fp4e2m1 9aa2a762 0008 80000000
fp4e2m1 e6c36ed8 000f c0c00000
fp4e2m1 cdaafa0f 000f c0c00000
fp4e2m1 acdab1f8 0008 80000000
fp4e2m1 b3a0e252 0008 80000000
fp4e2m1 eb3aeee9 000f c0c00000
fp4e2m1 087fae12 0000 00000000
fp4e2m1 bd334e62 0008 80000000
fp4e2m1 e7a8e936 000f c0c00000
fp4e2m1 89139f04 0008 80000000
fp4e2m1 166a81c4 0000 00000000
fp4e2m1 ee90c9a4 000f c0c00000
fp4e2m1 a8bd7829 0008 80000000
fp4e2m1 5c8aaf96 0007 40c00000
fp4e2m1 71bdeb45 0007 40c00000
fp4e2m1 b26b4264 0008 80000000
fp4e2m1 bb7dbe6d 0008 80000000
fp4e2m1 5ded6603 0007 40c00000
fp4e2m1 4ba125b5 0007 40c00000
fp4e2m1 f8dc2b33 000f c0c00000
fp4e2m1 42634b02 0007 40c00000
fp4e2m1 1b914403 0000 00000000
fp4e2m1 a5e4e49f 0008 80000000
fp4e2m1 c94e9b49 000f c0c00000
fp4e2m1 337c1ae8 0000 00000000
fp4e2m1 21635902 0000 00000000
fp4e2m1 f8161a98 000f c0c00000
fp4e2m1 e17c9389 000f c0c00000
fp4e2m1 27608bac 0000 00000000
fp4e2m1 e6765ff9 000f c0c00000
fp4e2m1 bc22040d 0008 80000000
fp4e2m1 5eda8bba 0007 40c00000
fp4e2m1 56b1721d 0007 40c00000
fp4e2m1 b920d07b 0008 80000000
fp4e2m1 f837a2a9 000f c0c00000
fp4e2m1 b9507f84 0008 80000000
fp4e2m1 fc7d95c3 000f c0c00000
fp4e2m1 f9433c52 000f c0c00000
fp4e2m1 9440ddbd 0008 80000000
fp4e2m1 370a4d0b 0000 00000000
fp4e2m1 8921028b 0008 80000000
fp4e2m1 cf7bd0e2 000f c0c00000
fp4e2m1 72364936 0007 40c00000
fp4e2m1 10fa9ee8 0000 00000000
fp4e2m1 757d7296 0007 40c00000
fp4e2m1 c405827d 000f c0c00000
fp4e2m1 ecb6718f 000f c0c00000
fp4e2m1 94b7c6fe 0008 80000000
fp4e2m1 ced39b4f 000f c0c00000
fp4e2m1 49d575fd 0007 40c00000
fp4e2m1 661e1cb1 0007 40c00000
fp4e2m1 40ca4a96 0007 40c00000
fp4e2m1 baa98daf 0008 80000000
fp4e2m1 fe7274b6 000f c0c00000
fp4e2m1 1baaab8d 0000 00000000
fp4e2m1 0f492453 0000 00000000
fp4e2m1 924e7486 0008 80000000
fp4e2m1 5f8c0325 0007 40c00000
fp4e2m1 a9f2e0c6 0008 80000000
fp4e2m1 bc8085cc 0008 80000000
fp4e2m1 ea25f464 000f c0c00000
fp4e2m1 b6fb8a4b 0008 80000000
fp4e2m1 d93d68e5 000f c0c00000
fp4e2m1 92bff0a0 0008 80000000
fp4e2m1 344f413a 0000 00000000
fp4e2m1 0c559bab 0000 00000000
fp4e2m1 be70cb38 0008 80000000
fp4e2m1 2a9f6878 0000 00000000
fp4e2m1 1f27e57f 0000 00000000
fp4e2m1 bc28af32 0008 80000000
fp4e2m1 e1071970 000f c0c00000
fp4e2m1 278ce81a 0000 00000000
fp4e2m1 60265554 0007 40c00000
fp4e2m1 49c79489 0007 40c00000
fp4e2m1 da9f861a 000f c0c00000
fp4e2m1 bf4b2500 000a bf800000
fp4e2m1 eae50857 000f c0c00000
fp4e2m1 323a2410 0000 00000000
fp4e2m1 dae72466 000f c0c00000
fp4e2m1 aff95644 0008 80000000
fp4e2m1 b0356332 0008 80000000
fp4e2m1 03d2749e 0000 00000000
fp4e2m1 684327bb 0007 40c00000
fp4e2m1 aead8deb 0008 80000000
fp4e2m1 e1417c46 000f c0c00000
fp4e2m1 f3f24642 000f c0c00000
fp4e2m1 43603495 0007 40c00000
fp4e2m1 f6ac5c56 000f c0c00000
fp4e2m1 6255e2d6 0007 40c00000
fp4e2m1 7124c71b 0007 40c00000
fp4e2m1 8ee135d3 0008 80000000
fp4e2m1 dd4af8f8 000f c0c00000
fp4e2m1 bf2fb625 0009 bf000000
fp4e2m1 0f6054bf 0000 00000000
fp4e2m1 3dead9f5 0000 00000000
fp4e2m1 45eed5ba 0007 40c00000
fp4e2m1 1ddcca4f 0000 00000000
fp4e2m1 2f28a78a 0000 00000000
fp4e2m1 45c05ac2 0007 40c00000
fp4e2m1 2a432543 0000 00000000
fp4e2m1 a0bdb3ca 0008 80000000
fp4e2m1 2022e730 0000 00000000
fp4e2m1 e4a7cb1a 000f c0c00000
fp4e2m1 b1165e46 0008 80000000
fp4e2m1 85ab7a75 0008 80000000
fp4e2m1 e1850d02 000f c0c00000
fp4e2m1 191a58f7 0000 00000000
fp4e2m1 61784222 0007 40c00000
fp4e2m1 29aba813 0000 00000000
fp4e2m1 41b9fc83 0007 40c00000
fp4e2m1 bdcab5ff 0008 80000000
fp4e2m1 7b7214cb 0007 40c00000
fp4e2m1 21c31cf0 0000 00000000
fp4e2m1 b2738c90 0008 80000000
fp4e2m1 e27fe4db 000f c0c00000
fp4e2m1 45296ac2 0007 40c00000
fp4e2m1 6676e942 0007 40c00000
fp4e2m1 54967531 0007 40c00000
fp4e2m1 f88f5202 000f c0c00000
fp4e2m1 afc7b417 0008 80000000
fp4e2m1 ef423fcb 000f c0c00000
fp4e2m1 9145d585 0008 80000000
fp4e2m1 7e9f3882 0007 40c00000
fp4e2m1 50191555 0007 40c00000
fp4e2m1 a47e431e 0008 80000000
fp4e2m1 04132caa 0000 00000000
fp4e2m1 7007dd21 0007 40c00000
fp4e2m1 d87ec51c 000f c0c00000
fp4e2m1 6bdee716 0007 40c00000
fp4e2m1 a20fdba8 0008 80000000
