# dtype count scale_hex data_hex scale_bits... | back_bits...
nvfp4 33 32312b dc3e232aee7a3e76dea3dbae5cfd6c2207 bf95c767,bfed8bd5,c0222ef9,3f5c3753,3f7dfa27,3f32a5d7,bf32ad03,3f0b54da,c04341f4,c0434fcc,bf1dfafd,40695386,c0329b19,3f816b6d,4040e140,406d520e,c014d04d,bfb850a7,3f4fad5d,bf24c656,bf442f64,bff4b760,c0114ca9,bf064a30,bfa5c08e,3fb9132d,bff82b1c,c055cfec,bf8da429,4009a410,3f1707fc,3f2fc61f,40040001 3f200000,3f100000,3eb00000 c0000000,c0400000,c0800000,3fc00000,3fc00000,3f800000,bf800000,3f800000,c0800000,c0800000,bf800000,40c00000,c0800000,3fc00000,40800000,40c00000,c0800000,c0400000,3fc00000,bf800000,bfc00000,c0400000,c0800000,bf800000,c0000000,40400000,c0400000,c0c00000,c0000000,40800000,3f800000,3f800000,40c00000
nvfp4 33 383838 0000000000000000000000000000000000 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000 3f800000,3f800000,3f800000 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
nvfp4 33 232323 7777777777777777777777777777777707 3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000 3e300000,3e300000,3e300000 40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000
nvfp4 33 7e1313 0700000000000000777777777777777707 7149f2ca,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000 43e00000,3d300000,3d300000 40c00000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000
nvfp4 64 4a46524c 0af0088810a0860070098b828f881a68b8100800700000083883070888180800 c0c35ab8,3d1db0e3,3dd95859,c1ee231a,bc39e5c1,3f53d59a,bb8a761c,bf64c00d,3c08e416,40597d4c,3f3e7fbf,c0b319ca,41b5efcb,bddd5a7a,3b2d62c2,3e01ff12,3e95a071,41a80525,bfc7f78f,3beecd04,c0b649b2,bef4c594,40354789,bed5b2df,c1977cc4,bb0b4b42,bdd4a8f4,bd0244ce,c0605e86,3fb9817b,bd4370b5,4155d5e9,bd02b63a,c1680e44,3b8b7ac5,40919a43,becdeba3,3d8332d7,3d7a03ef,3f4f3c3e,3f860da4,4266daca,3da56898,3d98b531,3f4b0280,3dd4d6fc,c0103964,3f1cfb84,be4bdd9e,40fe36a4,40f0719b,bcdac264,4212e6c9,3f9a4e19,bbe91980,3d9c1f17,be1bc8cc,bce2a80b,bb9548e4,406682fb,bb66bf4b,3cb92305,3dc47469,3d7e5988 40a00000,40600000,41200000,40c00000 bf800000,00000000,00000000,c0c00000,80000000,00000000,80000000,80000000,00000000,3f000000,00000000,bf800000,40800000,80000000,00000000,00000000,00000000,40c00000,bf000000,00000000,bfc00000,80000000,3f800000,80000000,c0c00000,80000000,80000000,80000000,bf800000,3f000000,80000000,40800000,80000000,bfc00000,00000000,3f000000,80000000,00000000,00000000,00000000,00000000,40c00000,00000000,00000000,00000000,00000000,80000000,00000000,80000000,3fc00000,3fc00000,80000000,40c00000,00000000,80000000,00000000,80000000,80000000,80000000,3f000000,80000000,00000000,00000000,00000000
nvfp4 64 7e7e7e7e 77f08ffffff677f802f0800078007787088f087780f0788480f6f0770000a809 4e89272e,464f658b,293d96f3,dd6689b8,cd6562b8,c0507379,d671487e,d231998e,d75b6d2d,d0141b48,44fd0539,ca087a85,5bee8b5e,5d6b1ecc,b5f79e92,d412d2e0,43fa5b01,2085919a,2b63f462,dc88fc8f,1ed248e3,bd10c025,245e8161,33fb7256,b785a7a4,5f850955,21faf7dd,3d2af6e9,519a3811,4c1a9718,4b974b27,a7ad0acb,c18baf98,2e5d6e1e,c8c332c5,bd6c56a2,a2c224c0,2c9044af,62f7492c,522bb6f8,3f1157c1,b2e820d9,26801513,cd66b6e4,b1febfa3,5e7721e7,4446e7ee,bb2c7247,3a4872db,b4c3b43c,44df764d,cf2a96bb,41b47efa,da8c0897,537dbf43,47dd8890,3c9b3de0,2d19f31a,33261a04,33ec82de,a1917e63,c401f7c6,c364eb25,373a8375 43e00000,43e00000,43e00000,43e00000 40c00000,40c00000,00000000,c0c00000,c0c00000,80000000,c0c00000,c0c00000,c0c00000,c0c00000,40800000,c0c00000,40c00000,40c00000,80000000,c0c00000,3f800000,00000000,00000000,c0c00000,00000000,80000000,00000000,00000000,80000000,40c00000,00000000,00000000,40c00000,40c00000,40c00000,80000000,80000000,00000000,c0c00000,80000000,80000000,00000000,40c00000,40c00000,00000000,80000000,00000000,c0c00000,80000000,40c00000,40000000,80000000,00000000,80000000,40800000,c0c00000,00000000,c0c00000,40c00000,40c00000,00000000,00000000,00000000,00000000,80000000,bf800000,bf000000,00000000
nvfp4 64 7e7e7e7e 8f70f780f00ff88f88870080f780087f809080f070f8008f880f770f7ff8700f e731e060,b96c38d9,3a857fe6,560860fc,5788a870,ef20aed1,2b3e1674,a80c0f6e,339917e2,c6e76376,ef91c735,150b26b6,927b61f8,e34d05c8,d6627c42,86b1c60b,8a455318,af9feb15,6885d989,c2b2e78f,291b6c28,3c124131,34c2b246,9d858647,68451ce7,ea7e113c,1f745382,8f59bf1e,958b9eee,3f6867af,dc08bf58,7072cad0,32cbaf5a,987fedc5,0fdd707d,c375938c,42797256,ac72bfc6,1f431b4e,ebfe774a,087f3ed8,48ef9e7c,845243a5,c9733535,30212652,2aa5d8b3,ddfa2382,bf086d34,8878b382,9d6b4e77,f2c281fd,2cb4f9d7,71aac3fc,5db2a423,e2360c1d,10adb086,e1d583b7,7828c0a5,90242eb5,d2929135,34e991a4,616320d6,ea35762a,218f4f7d 43e00000,43e00000,43e00000,43e00000 c0c00000,80000000,00000000,40c00000,40c00000,c0c00000,00000000,80000000,00000000,c0c00000,c0c00000,00000000,80000000,c0c00000,c0c00000,80000000,80000000,80000000,40c00000,80000000,00000000,00000000,00000000,80000000,40c00000,c0c00000,00000000,80000000,80000000,00000000,c0c00000,40c00000,00000000,80000000,00000000,bf000000,00000000,80000000,00000000,c0c00000,00000000,40c00000,80000000,c0c00000,00000000,00000000,c0c00000,80000000,80000000,80000000,c0c00000,00000000,40c00000,40c00000,c0c00000,00000000,c0c00000,40c00000,80000000,c0c00000,00000000,40c00000,c0c00000,00000000
nvfp4 64 31313132 d6feba5f2f27462544fad7ff7c4bba235b37fcdbdb3de5443d67e4a67bfca523 402e1212,bfe6d13b,c008a8eb,c04351ca,bf17b1d3,bf674d23,c04a07e3,3fc6d1c9,c056c614,3f0509ff,404fca2c,3f0d563f,40088401,3f9a72d3,3fe612f3,3f09548b,3f9bcaca,3fb3a2af,bf1cd09b,c0594053,403dc0e2,bfc14ae5,c04a9262,c04778c5,bfa3aba2,405ffe0f,bf676ec1,3f8a019e,bf2544c2,bf478822,3f46b7b0,3f12fbbe,bf69cddc,3fdb128a,403acf4a,3f3a5709,bfb16a3c,c052857e,bf616c22,bfcd6581,bf40c945,bfe95530,bfd54743,3f3f3e01,3fee5224,c00d72f7,3fb0d95b,3f9eacf6,bff3c7cb,3f8524d6,406fbca8,4030ab2a,3f91daea,c03f8e58,40363d23,bf07326e,bf70bacd,40716860,bfb21536,c0752c1f,3fdbf2b5,bf217165,3f6e391b,3f3499a1 3f100000,3f100000,3f100000,3f200000 40800000,c0400000,c0800000,c0c00000,bf800000,bfc00000,c0c00000,40400000,c0c00000,3f800000,40c00000,3f800000,40800000,40000000,40400000,3f800000,40000000,40000000,bf800000,c0c00000,40c00000,c0400000,c0c00000,c0c00000,c0000000,40c00000,bfc00000,40000000,bf800000,bfc00000,3fc00000,3f800000,bfc00000,40400000,40c00000,3fc00000,c0000000,c0c00000,bfc00000,c0400000,bfc00000,c0400000,c0400000,3fc00000,40400000,c0800000,40000000,40000000,c0400000,3fc00000,40c00000,40800000,40000000,c0800000,40800000,bf800000,bfc00000,40c00000,c0000000,c0c00000,40400000,bf800000,3fc00000,3f800000
nvfp4 64 38383838 0000000000000000000000000000000000000000000000000000000000000000 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000 3f800000,3f800000,3f800000,3f800000 00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
nvfp4 64 23232323 7777777777777777777777777777777777777777777777777777777777777777 3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000,3f800000 3e300000,3e300000,3e300000,3e300000 40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000
nvfp4 64 7e131313 0700000000000000777777777777777777777777777777777777777777777777 7149f2ca,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000,3e800000 43e00000,3d300000,3d300000,3d300000 40c00000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000,40c00000
nvfp4 256 4a4b435043424f524a50524a51524950 d00784861880300f00c7130881d1fd08801000a0006807b1888b878810f908285000088a0885087d0089af280890c8f200f050e0888800301880808808890ef038a1f0808b989c000f0f8088088080808b0088100f9fd8ac88480a70005900580088f480808010808099880900807368a3f00888008085887810a8008a8588ca 3c81ccdc,c166cdaf,41ebddd8,3b3455bb,41331705,bd33cf7b,41bd9e54,bf3cabea,be1c0990,3fa16212,3f41007d,bc117714,3caf4225,410242a8,c1e8edf7,3d8fb7ba,3dfe242c,3f880423,41eef855,c14bc637,4100b147,4054978c,bb1e7507,3f295828,405be849,bb98c6b4,4063a840,c17c89b9,c190ee19,c201eaab,bfad79f0,3f524e94,3b4c2171,be6e557e,3b07f5c5,3f5f8548,3e6a866b,3d6fea14,3bf6472a,c007c7a9,3bc46d28,3cef95fa,bd2d29c5,414f0174,418898da,3d63feb6,3fb9c0df,c07a7773,bdea95c4,bd62222d,c1428efa,bcea3e64,424720c1,be01f6fe,bf3f78dd,bc880b69,3cdd5876,40bb2ac5,c08b751d,c2349ff1,bc5444fa,3be6140d,bec530d6,40c540f7,3dc24231,411289e0,3e7b2560,3db24b8d,bc79f267,3c9706a5,c0469ea7,bb110aec,bb0dc393,3df697f2,41023274,bd42efc1,bd937a24,3cefd4e9,c10916d0,417fb7e7,3cabf478,3d817195,bf5f7466,bf0618dc,c161ba25,c01379f7,bc1b44e5,402a3cba,be669167,3bcf11a0,3b7d7c76,bf4d62d4,bd0eff60,c09949a4,3ff2451e,c16d731a,3bc5b22c,3ec4d56d,3c63bc04,c230033c,3cf9d325,41bb0f9e,3f6bab7d,c1e654fe,bdb1f63c,bdc06502,bf4fce3e,bfea6981,3d649caf,3f185f0b,3c06a2b8,413b2947,bb0a8aca,40d5b4ca,3bae70d0,be1c8271,3f417fd4,bc0260f9,c0019ce0,bbaf7df7,bc2ec185,3d5fa51a,c065f4b5,bb8c35d5,c20fdf40,3e23251d,3e7206df,c2757b0e,bd58e835,4109604c,4034e55a,c0b7c655,3cb46c2e,c1f4648b,3d5c8c6b,bc6dc91e,c106a5f7,bbda3a66,bb815989,bfabf8f2,c1137d7f,c04d6155,3b42c203,3ca23c73,c23ea95c,3c9fa6fb,c23f9a5f,3dd20d10,3c1256ab,bc5fdc95,bbfe711b,bb540c93,bf1c40a0,3ba03db7,3f46ade8,bee14178,3b3a3f52,bbb6772a,3efd2dc9,beba0a75,c14a713e,bf93f9ff,3ed904c7,3fa79a32,bdb9c38e,bbae2d83,3d9736f6,40b2df51,c271ce92,3ec1731d,c24f1109,c0c5e90e,bdc7a945,c1d31135,c1b07b64,c1442644,bbd3f25f,bda43ac4,bb1f57c4,41259183,c0c12764,3c48631c,3ebd32c4,41f5f810,3eb6bfd5,3cabf820,bfa92cf6,416836ad,3caab9c4,3e3b6af9,be7963a7,4164bcea,3c603e6a,3fd07217,bfe1e32c,bb297256,41884ea9,c25fb3f9,3faa55a6,bccebcf3,3c15c6d0,be67c243,3b38d88a,bb2d563a,3f6bd5b2,40950b39,3e20ce99,bffd036a,3baf5fa9,bd88022d,c082f0c4,c0320d03,bef5aa5c,bb4da59f,c0b371bf,400d47f8,3c569421,3d266863,3f43e6a7,be633c83,416715f7,426ad1d9,be91664f,424184f7,40ecd978,c09ac728,3f35fba0,c1d90032,bb24f724,3b02227b,bc825ae1,bdf5d716,3c02ccf8,3c694b67,3bd192ba,bc3f0f44,41776122,bc1b7c51,bbb05fab,bf1b2649,bd57e215,4246a004,3bc4305d,403ae6a0,bf32f09c,c107a73d,3f35f438,3fbef16f,c11b7973,beca79f8,41a2d33f,bb1442f1,bcf38f03,bf69e7b1,c11f7b48,c1974c8e 40a00000,40b00000,40300000,41000000,40300000,40200000,40f00000,41200000,40a00000,41000000,41200000,40a00000,41100000,41200000,40900000,41000000 00000000,c0400000,40c00000,00000000,40000000,80000000,40800000,80000000,80000000,3f000000,00000000,80000000,00000000,3fc00000,c0c00000,00000000,00000000,00000000,40c00000,c0000000,3fc00000,3f000000,80000000,00000000,3f000000,80000000,3f000000,c0400000,c0400000,c0c00000,80000000,00000000,00000000,80000000,00000000,3f000000,00000000,00000000,00000000,bf800000,00000000,00000000,80000000,40800000,40c00000,00000000,3f000000,bfc00000,80000000,80000000,bfc00000,80000000,40c00000,80000000,80000000,80000000,00000000,3f000000,bf000000,c0c00000,80000000,00000000,80000000,3f800000,00000000,40400000,00000000,00000000,80000000,00000000,bf800000,80000000,80000000,00000000,40400000,80000000,80000000,00000000,c0400000,40c00000,00000000,00000000,bf000000,80000000,c0c00000,bf800000,80000000,3f800000,80000000,00000000,00000000,bf000000,80000000,c0000000,3f800000,c0c00000,00000000,00000000,00000000,c0c00000,00000000,40400000,00000000,c0800000,80000000,80000000,80000000,80000000,00000000,00000000,00000000,3fc00000,80000000,3f000000,00000000,80000000,00000000,80000000,80000000,80000000,80000000,00000000,bf000000,80000000,c0800000,00000000,00000000,c0c00000,80000000,3fc00000,3f000000,bf800000,00000000,c0c00000,00000000,80000000,bfc00000,80000000,80000000,bf000000,c0000000,bf000000,00000000,00000000,c0c00000,00000000,c0c00000,00000000,00000000,80000000,80000000,80000000,80000000,00000000,00000000,80000000,00000000,80000000,00000000,80000000,bfc00000,80000000,00000000,00000000,80000000,80000000,00000000,3f000000,c0c00000,00000000,c0c00000,bf000000,80000000,c0400000,c0000000,bf800000,80000000,80000000,80000000,40000000,bf800000,00000000,00000000,40c00000,00000000,00000000,bf000000,40400000,00000000,00000000,80000000,40400000,00000000,00000000,80000000,80000000,40000000,c0c00000,00000000,80000000,00000000,80000000,00000000,80000000,00000000,3f000000,00000000,80000000,00000000,80000000,bf000000,bf000000,80000000,80000000,bf000000,00000000,00000000,00000000,00000000,80000000,3fc00000,40c00000,80000000,40800000,3fc00000,bf800000,00000000,c0c00000,80000000,00000000,80000000,80000000,00000000,00000000,00000000,80000000,40400000,80000000,80000000,80000000,80000000,40c00000,00000000,3f000000,80000000,bf800000,00000000,00000000,bf800000,80000000,40400000,80000000,80000000,80000000,bf800000,c0000000
nvfp4 256 7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e7e 78088788a7800778ff007f8f7f08e58777880807077ff7700077807808f778080787f4700f7ff07877f87ff7ff88f88180f77f845f808f070880f70f08ff8809f8ff78f7f008f08f08f080887f78f0700077f8f70000ffff787088808805877f88f0877f708780f800f8f3ff0808070787700f7707080f7707a87b480050078f b46106a9,58ce178e,b2924e12,20ef396d,46b070fd,ae1067d5,ae5c6fa4,a66fba6d,59f833f5,c3c03bac,3b8fdc12,c0fb3460,546dde73,2f8ea866,a0d49d38,5395ceed,d770fad7,de2e8646,3fec54a3,21855c00,c91354f7,52891938,dd1baa2f,b545eca0,dcc2bcf6,63154574,bf4e2738,407b126d,44ab46f2,c4cf2a4b,61f17f07,b1bed27f,610bbac9,61115e54,a4b2768d,aea52c71,a0ccd9d8,2c171f15,59f70a29,41e2fe3d,5570afe2,32e9f797,da0efb0b,471fd609,456b2c5a,df9ba7a6,2743b160,63a3e159,31a0108c,3ee9a864,575207d4,6317bda1,3562ff76,b4b1c260,c109c87a,526a2405,b2033411,38ac1885,51e31e14,c7714926,b78bc1c4,4d3ae5c7,a12083db,404cd763,4bc83c11,24e60e51,469353c0,a40a95a2,44884602,d9854355,3c95890c,4c3a7657,e0446f45,282617b3,d83dd4e9,5396040f,393c5a4d,e2c6e141,a57c4ada,49d91ecb,633bf269,62b43038,bdd42448,cc0cc9c5,e0005c81,4ebe6144,5f13bccd,e3a9e53b,dded6127,d092cd6b,b4329136,b220c796,b1c62227,cef42e89,439090fa,bdc4411f,33b169e6,b3fbe109,474ba852,d86c5a4a,cdd1b69b,46b6fe43,445af041,a5954f06,dfb1fd75,44b0c996,1ffbd80e,a660610a,de2ae56e,b5451493,46121a53,332e1942,b4db854e,3f5c8ca6,1f60bc54,b2888ea0,55458bef,c52b2f98,daca59e8,3fffd77f,bc86a04e,2e3327ac,e05cea7e,c6190308,a61cdde5,abd3f2c8,c3476941,2a2102b5,b54c7f90,cb5f9b94,c699cd27,de5778b2,a817459d,562c04f2,624e4f20,e261a1a6,343add2b,e03cb13b,b2fee482,200a80cf,205a5a98,d1a42c0e,da86894c,a93d4ac1,ad2f8c36,3f2720ed,2dcefefc,e1d8684e,3afc07d8,a06a2e88,a81f5ae1,ae2205f6,e2796e3a,5827caaa,a224b987,54049904,28757ed5,c792c86e,3ad4c0d9,5c4f4e32,3772f4a5,24809be2,57c017db,48364f5e,a04a9e90,e3260654,47b27644,cd3437aa,40d348b3,2142980f,21585db0,3f70bee6,d1d7d2e3,d3bfb3fc,ce639756,db997318,b4bced9b,50ec1c00,2a5e544e,470998ff,b02e3631,c21b6364,25eba0ce,bbbdde57,b78b40c1,be498467,449d6513,2dc64323,5daa6f27,aef6a815,cff480e8,5296ecff,c299d6f4,af48d419,29aeface,cdc326f1,4896d895,a78495b9,c94fb06b,4f899dce,2118c329,4c7018b7,60899af9,b0d18e99,27d08af2,bc0b6cf9,baf09005,dac355bc,3d698c8e,27d2f3bd,aa7cf31b,d66b920c,44153c10,da018bec,d716dded,cee9327d,a1fdcc30,328f36ea,c0a059c1,2ca5bca3,498cc7d8,2aaad88e,5e0708bd,38a5ccb6,605eaafc,a31c1a68,3e6c381d,585c758d,c7c866e6,29a9f582,57d65d31,4b22ae3e,4a6ffcd0,3e50509f,9e61d02d,281ca51f,df7c29f7,29443003,4b04efec,58b43d3f,45d0b97c,318423ad,b947ce05,c3ca8840,c43f19a5,53792356,a45b7fea,444b5a7d,3d4085d7,2bfe98b4,2cc2825a,449945b4,5dd950ff,2a1c2894,d232134b,bd43e8cd 43e00000,43e00000,43e00000,43e00000,43e00000,43e00000,43e00000,43e00000,43e00000,43e00000,43e00000,43e00000,43e00000,43e00000,43e00000,43e00000 80000000,40c00000,80000000,00000000,40c00000,80000000,80000000,80000000,40c00000,bf800000,00000000,80000000,40c00000,00000000,80000000,40c00000,c0c00000,c0c00000,00000000,00000000,c0c00000,40c00000,c0c00000,80000000,c0c00000,40c00000,80000000,00000000,40400000,c0800000,40c00000,80000000,40c00000,40c00000,80000000,80000000,80000000,00000000,40c00000,00000000,40c00000,00000000,c0c00000,40c00000,40c00000,c0c00000,00000000,40c00000,00000000,00000000,40c00000,40c00000,00000000,80000000,80000000,40c00000,80000000,00000000,40c00000,c0c00000,80000000,40c00000,80000000,00000000,40c00000,00000000,40c00000,80000000,40000000,c0c00000,00000000,40c00000,c0c00000,00000000,c0c00000,40c00000,00000000,c0c00000,80000000,40c00000,40c00000,40c00000,80000000,c0c00000,c0c00000,40c00000,40c00000,c0c00000,c0c00000,c0c00000,80000000,80000000,80000000,c0c00000,3f000000,80000000,00000000,80000000,40c00000,c0c00000,c0c00000,40c00000,40000000,80000000,c0c00000,40400000,00000000,80000000,c0c00000,80000000,40c00000,00000000,80000000,00000000,00000000,80000000,40c00000,c0c00000,c0c00000,00000000,80000000,00000000,c0c00000,c0c00000,80000000,80000000,bf000000,00000000,80000000,c0c00000,c0c00000,c0c00000,80000000,40c00000,40c00000,c0c00000,00000000,c0c00000,80000000,00000000,00000000,c0c00000,c0c00000,80000000,80000000,00000000,00000000,c0c00000,00000000,80000000,80000000,80000000,c0c00000,40c00000,80000000,40c00000,00000000,c0c00000,00000000,40c00000,00000000,00000000,40c00000,40c00000,80000000,c0c00000,40c00000,c0c00000,00000000,00000000,00000000,00000000,c0c00000,c0c00000,c0c00000,c0c00000,80000000,40c00000,00000000,40c00000,80000000,80000000,00000000,80000000,80000000,80000000,40400000,00000000,40c00000,80000000,c0c00000,40c00000,80000000,80000000,00000000,c0c00000,40c00000,80000000,c0c00000,40c00000,00000000,40c00000,40c00000,80000000,00000000,80000000,80000000,c0c00000,00000000,00000000,80000000,c0c00000,3fc00000,c0c00000,c0c00000,c0c00000,80000000,00000000,80000000,00000000,40c00000,00000000,40c00000,00000000,40c00000,80000000,00000000,40c00000,c0c00000,00000000,40c00000,40c00000,40c00000,00000000,80000000,00000000,c0c00000,00000000,40c00000,40c00000,40c00000,00000000,80000000,bf800000,bfc00000,40c00000,80000000,40000000,00000000,00000000,00000000,40400000,40c00000,00000000,c0c00000,80000000
